agent_id,episode_id,training_step,success,end_reason,mean_goal_velocity,goal_velocity_variance,goal_velocity_acceleration_variance,goal_velocity_jerk,rotation_variance,action_entropy,repeated_action_ratio,policy_smoothness,control_samples,mean_angular_speed
Agent,16,80000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8724,0.8374,2.5246,5000.0000,0.0000
Agent,17,85000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8955,0.8330,2.5755,5000.0000,0.0000
Agent,18,89474,1,goal,0.0427,0.6690,0.0346,0.0117,0.0000,1.8903,0.8353,2.4932,4474.0000,0.0000
Agent,19,94474,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8691,0.8346,2.4625,5000.0000,0.0000
Agent,20,99474,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8425,0.8344,2.6614,5000.0000,0.0000
Agent,21,104474,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8645,0.8364,2.6512,5000.0000,0.0000
Agent,22,109474,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.8462,0.8348,2.6388,5000.0000,0.0000
Agent,23,114474,0,timeout,0.0007,0.0003,0.0000,0.0002,0.0000,1.8268,0.8378,2.6654,5000.0000,0.0000
Agent,24,119474,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8749,0.8348,2.7285,5000.0000,0.0000
Agent,25,124474,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8566,0.8350,2.5801,5000.0000,0.0000
Agent,26,129474,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8372,0.8338,2.4940,5000.0000,0.0000
Agent,27,134474,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8530,0.8386,2.6228,5000.0000,0.0000
Agent,28,139474,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8264,0.8356,2.4933,5000.0000,0.0000
Agent,29,144474,0,timeout,0.0135,0.0528,0.0048,0.0035,0.0000,1.8566,0.8354,2.5414,5000.0000,0.0000
Agent,30,149474,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8151,0.8362,2.5073,5000.0000,0.0000
Agent,31,154474,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8130,0.8370,2.5369,5000.0000,0.0000
Agent,32,159474,0,timeout,-0.0374,0.4193,0.0410,0.0085,0.0000,1.8181,0.8366,2.5331,5000.0000,0.0000
Agent,33,164474,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8258,0.8414,2.3712,5000.0000,0.0000
Agent,34,169474,0,timeout,0.0006,0.0002,0.0000,0.0002,0.0000,1.8314,0.8390,2.5100,5000.0000,0.0000
Agent,35,174474,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8805,0.8284,2.4679,5000.0000,0.0000
Agent,36,179474,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8338,0.8370,2.5971,5000.0000,0.0000
Agent,1,5000,0,timeout,-0.1011,0.7482,0.0598,0.0170,0.0000,1.9441,0.8292,2.6460,5000.0000,0.0000
Agent,2,10000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.9408,0.8288,2.7485,5000.0000,0.0000
Agent,3,15000,0,timeout,0.0013,0.0230,0.0035,0.0023,0.0000,1.9403,0.8288,2.7205,5000.0000,0.0000
Agent,4,20000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9298,0.8292,2.6729,5000.0000,0.0000
Agent,5,25000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.9405,0.8302,2.8267,5000.0000,0.0000
Agent,6,30000,0,timeout,0.0002,0.0000,0.0000,0.0001,0.0000,1.9317,0.8340,2.7177,5000.0000,0.0000
Agent,7,33961,1,goal,0.0553,0.5231,0.0475,0.0072,0.0000,1.9249,0.8276,2.8666,3961.0000,0.0000
Agent,8,38220,1,goal,0.0195,0.1430,0.0205,0.0050,0.0000,1.9190,0.8331,2.9211,4259.0000,0.0000
Agent,9,43220,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.9229,0.8340,2.8999,5000.0000,0.0000
Agent,10,48220,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9288,0.8332,2.8631,5000.0000,0.0000
Agent,11,53220,0,timeout,-0.0767,0.7711,0.0528,0.0093,0.0000,1.9279,0.8314,2.7720,5000.0000,0.0000
Agent,12,58220,0,timeout,-0.0266,0.1966,0.0248,0.0047,0.0000,1.9413,0.8262,2.7834,5000.0000,0.0000
Agent,13,63220,0,timeout,-0.0389,0.2117,0.0055,0.0031,0.0000,1.9263,0.8286,2.8166,5000.0000,0.0000
Agent,14,68220,0,timeout,-0.0478,0.6222,0.0435,0.0148,0.0000,1.9363,0.8336,2.8255,5000.0000,0.0000
Agent,15,73220,0,timeout,-0.0137,0.0348,0.0012,0.0012,0.0000,1.9406,0.8308,2.8426,5000.0000,0.0000
Agent,16,74222,1,goal,0.5206,4.5573,0.1535,0.0357,0.0000,1.9170,0.8273,2.7733,1002.0000,0.0000
Agent,17,79222,0,timeout,0.0019,0.0024,0.0010,0.0014,0.0000,1.9361,0.8278,2.6791,5000.0000,0.0000
Agent,18,84222,0,timeout,0.0007,0.0003,0.0000,0.0002,0.0000,1.9326,0.8344,2.6445,5000.0000,0.0000
Agent,19,89222,0,timeout,-0.0076,0.0306,0.0067,0.0025,0.0000,1.9171,0.8320,2.7366,5000.0000,0.0000
Agent,20,94222,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9187,0.8342,2.7488,5000.0000,0.0000
Agent,21,99222,0,timeout,0.0327,0.1705,0.0115,0.0044,0.0000,1.9024,0.8334,2.6478,5000.0000,0.0000
Agent,22,104222,0,timeout,-0.0435,0.2399,0.0102,0.0047,0.0000,1.9060,0.8292,2.7104,5000.0000,0.0000
Agent,23,109222,0,timeout,0.0284,0.1861,0.0130,0.0034,0.0000,1.9088,0.8292,2.7327,5000.0000,0.0000
Agent,24,114222,0,timeout,0.0642,0.4154,0.0358,0.0092,0.0000,1.9223,0.8312,2.7153,5000.0000,0.0000
Agent,25,119222,0,timeout,-0.0106,0.1255,0.0153,0.0086,0.0000,1.9169,0.8284,2.6978,5000.0000,0.0000
Agent,26,124222,0,timeout,-0.0615,0.8391,0.0638,0.0182,0.0000,1.9046,0.8302,2.7052,5000.0000,0.0000
Agent,27,128004,1,goal,0.0974,1.5163,0.0869,0.0315,0.0000,1.8928,0.8345,2.9456,3782.0000,0.0000
Agent,28,133004,0,timeout,0.0070,0.2886,0.0240,0.0064,0.0000,1.9047,0.8312,2.7212,5000.0000,0.0000
Agent,29,138004,0,timeout,-0.0001,0.0012,0.0006,0.0012,0.0000,1.8947,0.8374,2.8424,5000.0000,0.0000
Agent,30,143004,0,timeout,0.0543,0.3304,0.0290,0.0077,0.0000,1.9009,0.8312,2.8541,5000.0000,0.0000
Agent,31,145546,1,goal,0.0982,1.0216,0.0945,0.0177,0.0000,1.8837,0.8395,2.9459,2542.0000,0.0000
Agent,32,150546,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8910,0.8320,2.8546,5000.0000,0.0000
Agent,33,155546,0,timeout,-0.0259,0.5303,0.0238,0.0118,0.0000,1.8935,0.8346,2.8414,5000.0000,0.0000
Agent,34,160546,0,timeout,-0.0208,0.1088,0.0097,0.0033,0.0000,1.9107,0.8350,2.7731,5000.0000,0.0000
Agent,35,165546,0,timeout,-0.0371,0.2302,0.0266,0.0069,0.0000,1.8993,0.8310,2.8258,5000.0000,0.0000
Agent,36,170546,0,timeout,0.0364,0.6175,0.0170,0.0082,0.0000,1.8947,0.8394,2.7020,5000.0000,0.0000
Agent,37,175546,0,timeout,-0.0110,0.0269,0.0038,0.0020,0.0000,1.8908,0.8360,2.7741,5000.0000,0.0000
Agent,38,180546,0,timeout,-0.0340,0.1825,0.0100,0.0031,0.0000,1.8883,0.8390,2.7948,5000.0000,0.0000
Agent,39,185546,0,timeout,-0.0008,0.2298,0.0088,0.0046,0.0000,1.9031,0.8368,2.8515,5000.0000,0.0000
Agent,40,189321,1,goal,0.0283,0.1623,0.0528,0.0121,0.0000,1.9219,0.8313,2.7704,3775.0000,0.0000
Agent,41,194321,0,timeout,0.0061,0.0106,0.0005,0.0007,0.0000,1.9221,0.8338,2.8530,5000.0000,0.0000
Agent,42,199321,0,timeout,0.0110,0.0348,0.0064,0.0035,0.0000,1.9052,0.8348,2.8945,5000.0000,0.0000
Agent,43,204321,0,timeout,-0.0874,0.8305,0.0280,0.0119,0.0000,1.9171,0.8340,2.8034,5000.0000,0.0000
Agent,44,209321,0,timeout,-0.0025,0.3743,0.0345,0.0110,0.0000,1.9001,0.8388,2.8311,5000.0000,0.0000
Agent,45,214321,0,timeout,-0.0055,0.2756,0.0444,0.0153,0.0000,1.8927,0.8340,2.8902,5000.0000,0.0000
Agent,46,219321,0,timeout,-0.0464,0.2609,0.0241,0.0071,0.0000,1.9195,0.8392,2.7920,5000.0000,0.0000
Agent,47,219798,1,goal,0.5033,3.8174,0.1586,0.0700,0.0000,1.9135,0.8281,2.5679,477.0000,0.0000
Agent,48,224798,0,timeout,-0.0181,0.0487,0.0048,0.0030,0.0000,1.9108,0.8334,2.7885,5000.0000,0.0000
Agent,49,229798,0,timeout,0.0022,0.0127,0.0017,0.0016,0.0000,1.9289,0.8342,2.8514,5000.0000,0.0000
Agent,50,234798,0,timeout,-0.0872,0.4453,0.0453,0.0143,0.0000,1.9061,0.8338,2.8506,5000.0000,0.0000
Agent,51,239798,0,timeout,-0.0197,0.1995,0.0260,0.0073,0.0000,1.8897,0.8386,2.7754,5000.0000,0.0000
Agent,52,244798,0,timeout,0.0256,0.1661,0.0217,0.0044,0.0000,1.9166,0.8376,2.8841,5000.0000,0.0000
Agent,53,249798,0,timeout,0.0515,0.3617,0.0591,0.0219,0.0000,1.9083,0.8428,2.7745,5000.0000,0.0000
Agent,54,254798,0,timeout,-0.0399,0.6473,0.0455,0.0126,0.0000,1.9066,0.8356,2.8015,5000.0000,0.0000
Agent,55,259125,1,goal,0.0398,0.9738,0.0846,0.0181,0.0000,1.8889,0.8442,2.7296,4327.0000,0.0000
Agent,56,264125,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9160,0.8374,2.8005,5000.0000,0.0000
Agent,57,269125,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9079,0.8364,2.6952,5000.0000,0.0000
Agent,58,274125,0,timeout,-0.0798,0.4674,0.0127,0.0054,0.0000,1.9136,0.8372,2.7688,5000.0000,0.0000
Agent,59,279125,0,timeout,-0.0029,0.0077,0.0025,0.0016,0.0000,1.8963,0.8394,2.8217,5000.0000,0.0000
Agent,60,280220,1,goal,-0.0225,0.5970,0.0697,0.0230,0.0000,1.9232,0.8484,2.6303,1095.0000,0.0000
Agent,61,285220,0,timeout,-0.0317,0.2518,0.0293,0.0050,0.0000,1.8985,0.8398,2.7338,5000.0000,0.0000
Agent,62,290220,0,timeout,0.0113,0.0651,0.0071,0.0043,0.0000,1.9037,0.8418,2.7861,5000.0000,0.0000
Agent,63,295220,0,timeout,-0.0604,0.4877,0.0534,0.0090,0.0000,1.8975,0.8436,2.7106,5000.0000,0.0000
Agent,64,300220,0,timeout,-0.0140,0.0547,0.0062,0.0023,0.0000,1.9032,0.8386,2.6489,5000.0000,0.0000
Agent,65,305220,0,timeout,-0.0369,0.3443,0.0446,0.0114,0.0000,1.9107,0.8434,2.6049,5000.0000,0.0000
Agent,66,310220,0,timeout,-0.0187,0.1415,0.0267,0.0050,0.0000,1.9295,0.8362,2.5208,5000.0000,0.0000
Agent,67,315220,0,timeout,-0.0012,1.0342,0.1209,0.0251,0.0000,1.9064,0.8474,2.8215,5000.0000,0.0000
Agent,68,315372,1,goal,-1.1426,29.3749,0.5178,0.1419,0.0000,1.5896,0.8750,2.6111,152.0000,0.0000
Agent,69,315609,1,goal,0.1324,5.5827,0.4539,0.1060,0.0000,1.7091,0.8565,2.5152,237.0000,0.0000
Agent,70,320609,0,timeout,-0.0386,0.4624,0.0594,0.0077,0.0000,1.8892,0.8400,2.7459,5000.0000,0.0000
Agent,71,325609,0,timeout,-0.0662,1.1503,0.1613,0.0219,0.0000,1.8930,0.8516,2.6086,5000.0000,0.0000
Agent,72,325811,1,goal,1.0725,11.8946,0.9107,0.1385,0.0000,1.8498,0.8416,2.8710,202.0000,0.0000
Agent,73,327049,1,goal,0.1688,2.4680,0.0277,0.0096,0.0000,1.9162,0.8368,2.7811,1238.0000,0.0000
Agent,74,332049,0,timeout,-0.0482,0.6887,0.0743,0.0106,0.0000,1.8831,0.8436,2.7670,5000.0000,0.0000
Agent,75,332192,1,goal,1.5118,9.5112,0.6419,0.1851,0.0000,1.7328,0.8671,2.8889,143.0000,0.0000
Agent,76,332265,1,goal,0.1320,3.2572,0.5725,0.1830,0.0000,1.3759,0.8493,2.1000,73.0000,0.0000
Agent,77,332545,1,goal,0.5313,2.9340,0.1578,0.0621,0.0000,1.8875,0.8571,2.7949,280.0000,0.0000
Agent,78,337545,0,timeout,-0.1605,2.2143,0.0373,0.0095,0.0000,1.8997,0.8436,2.7618,5000.0000,0.0000
Agent,79,338835,1,goal,0.2708,2.4947,0.0522,0.0179,0.0000,1.9083,0.8388,2.7101,1290.0000,0.0000
Agent,80,340099,1,goal,-0.0337,1.5761,0.1252,0.0443,0.0000,1.9178,0.8378,2.5833,1264.0000,0.0000
Agent,81,340342,1,goal,-0.1945,2.7271,0.0928,0.0258,0.0000,1.6050,0.8601,3.0606,243.0000,0.0000
Agent,82,340568,1,goal,0.8319,7.5103,0.7750,0.1548,0.0000,1.8401,0.8584,2.2903,226.0000,0.0000
Agent,83,341007,1,goal,0.2061,2.0820,0.4921,0.0774,0.0000,1.8838,0.8314,3.0000,439.0000,0.0000
Agent,84,341782,1,goal,0.3324,9.7440,0.2174,0.0480,0.0000,1.9300,0.8387,2.8468,775.0000,0.0000
Agent,85,343653,1,goal,0.0709,1.8263,0.0939,0.0264,0.0000,1.9118,0.8466,2.5559,1871.0000,0.0000
Agent,86,348653,0,timeout,-0.0488,0.5563,0.0705,0.0104,0.0000,1.9310,0.8482,2.6385,5000.0000,0.0000
Agent,87,350082,1,goal,0.2002,2.0126,0.1941,0.0269,0.0000,1.8849,0.8495,2.6916,1429.0000,0.0000
Agent,88,351413,1,goal,-0.0023,0.0404,0.0107,0.0053,0.0000,1.9165,0.8430,2.6106,1331.0000,0.0000
Agent,89,356413,0,timeout,-0.0103,0.1521,0.0300,0.0073,0.0000,1.9049,0.8432,2.7727,5000.0000,0.0000
Agent,90,358115,1,goal,0.2404,8.5373,0.2218,0.0524,0.0000,1.9292,0.8378,2.6873,1702.0000,0.0000
Agent,91,358309,1,goal,1.7593,29.7415,0.5141,0.1011,0.0000,1.8037,0.8454,3.1034,194.0000,0.0000
Agent,92,363309,0,timeout,-0.0239,0.1563,0.0241,0.0084,0.0000,1.9121,0.8416,2.7295,5000.0000,0.0000
Agent,93,368309,0,timeout,-0.1036,1.9256,0.1141,0.0167,0.0000,1.8908,0.8452,2.7775,5000.0000,0.0000
Agent,94,368973,1,goal,-0.2485,2.9598,0.0271,0.0068,0.0000,1.8912,0.8449,2.4608,664.0000,0.0000
Agent,95,369254,1,goal,0.9864,10.1625,0.1892,0.0627,0.0000,1.6770,0.8470,2.6667,281.0000,0.0000
Agent,96,372379,1,goal,0.1679,2.9693,0.1481,0.0212,0.0000,1.8888,0.8509,2.8409,3125.0000,0.0000
Agent,97,377379,0,timeout,-0.0912,1.4370,0.1206,0.0198,0.0000,1.9311,0.8394,2.5461,5000.0000,0.0000
Agent,98,377833,1,goal,-0.5180,6.7794,0.1836,0.0409,0.0000,1.9127,0.8458,2.0870,454.0000,0.0000
Agent,99,377884,1,goal,1.0175,4.1467,1.0273,0.3073,0.0000,1.1588,0.9020,2.5000,51.0000,0.0000
Agent,100,382884,0,timeout,-0.0772,0.7175,0.0104,0.0038,0.0000,1.9103,0.8380,2.7355,5000.0000,0.0000
Agent,101,382956,1,goal,3.9768,54.8493,1.0132,0.2112,0.0000,1.3803,0.8472,3.5000,72.0000,0.0000
Agent,102,383419,1,goal,0.6230,11.7967,0.3339,0.0693,0.0000,1.9028,0.8467,2.3429,463.0000,0.0000
Agent,103,383638,1,goal,0.6327,3.0048,0.3448,0.1409,0.0000,1.8317,0.8402,1.7941,219.0000,0.0000
Agent,104,388638,0,timeout,0.0309,0.2416,0.0091,0.0081,0.0000,1.9239,0.8494,2.5612,5000.0000,0.0000
Agent,105,390819,1,goal,0.1224,0.8764,0.0747,0.0188,0.0000,1.8799,0.8418,2.6773,2181.0000,0.0000
Agent,106,395819,0,timeout,-0.0599,0.4672,0.0597,0.0140,0.0000,1.8928,0.8500,2.6128,5000.0000,0.0000
Agent,107,396078,1,goal,1.0738,5.2193,0.4142,0.1545,0.0000,1.8131,0.8494,2.1579,259.0000,0.0000
Agent,108,400201,1,goal,-0.0575,4.7377,0.3647,0.0913,0.0000,1.4850,0.8826,2.2070,4123.0000,0.0000
Agent,109,400379,1,goal,1.4906,9.5594,0.5283,0.1876,0.0000,1.5256,0.8596,2.8750,178.0000,0.0000
Agent,110,400825,1,goal,0.7512,9.9617,0.6125,0.1583,0.0000,1.8857,0.8543,2.3906,446.0000,0.0000
Agent,111,405825,0,timeout,-0.0031,0.5716,0.0784,0.0324,0.0000,1.9276,0.8442,2.5386,5000.0000,0.0000
Agent,112,410825,0,timeout,-0.1690,5.1920,0.4852,0.0907,0.0000,1.6094,0.8842,2.1938,5000.0000,0.0000
Agent,113,415825,0,timeout,-0.0934,0.5134,0.0875,0.0281,0.0000,1.8142,0.8616,2.2214,5000.0000,0.0000
Agent,114,420825,0,timeout,-0.0678,0.3836,0.0646,0.0253,0.0000,1.7434,0.8612,2.4156,5000.0000,0.0000
Agent,115,425825,0,timeout,-0.0702,0.6209,0.0475,0.0166,0.0000,1.9243,0.8476,2.5729,5000.0000,0.0000
Agent,116,426199,1,goal,0.7359,3.3865,0.1517,0.0754,0.0000,1.7224,0.8663,2.3673,374.0000,0.0000
Agent,117,431199,0,timeout,-0.0100,0.0951,0.0163,0.0115,0.0000,1.9248,0.8466,2.5587,5000.0000,0.0000
Agent,118,431315,1,goal,-0.7213,7.0030,0.1550,0.0587,0.0000,1.4962,0.8534,3.1250,116.0000,0.0000
Agent,119,436315,0,timeout,-0.0488,0.4636,0.0107,0.0060,0.0000,1.9204,0.8486,2.4841,5000.0000,0.0000
Agent,120,436552,1,goal,0.1256,6.9748,0.5904,0.1916,0.0000,1.5746,0.8565,2.3333,237.0000,0.0000
Agent,121,440095,1,goal,-0.0257,0.4218,0.0344,0.0099,0.0000,1.1439,0.8894,1.7084,3543.0000,0.0000
Agent,122,441804,1,goal,-0.0968,8.2747,0.6051,0.1503,0.0000,1.3781,0.8824,2.3300,1709.0000,0.0000
Agent,123,441969,1,goal,0.5945,4.0137,0.7719,0.1950,0.0000,1.7568,0.8545,2.6087,165.0000,0.0000
Agent,124,442614,1,goal,1.0597,11.9827,0.4738,0.0861,0.0000,1.8801,0.8419,2.5248,645.0000,0.0000
Agent,125,447077,1,goal,0.0751,1.0130,0.0455,0.0231,0.0000,1.8447,0.8588,2.4928,4463.0000,0.0000
Agent,126,447205,1,goal,1.2899,5.2434,0.9323,0.2737,0.0000,0.7710,0.8906,1.1538,128.0000,0.0000
Agent,127,447405,1,goal,-0.0576,0.3372,0.0519,0.0281,0.0000,1.8769,0.8350,2.3438,200.0000,0.0000
Agent,128,447663,1,goal,0.9659,10.8089,0.3137,0.0782,0.0000,1.9077,0.8450,2.8205,258.0000,0.0000
Agent,129,452663,0,timeout,-0.1430,0.9367,0.1002,0.0260,0.0000,1.6789,0.8744,2.2982,5000.0000,0.0000
Agent,130,454282,1,goal,-0.1481,4.0953,0.2570,0.0744,0.0000,1.3408,0.8771,1.8939,1619.0000,0.0000
Agent,131,454387,1,goal,2.4866,18.9085,0.4291,0.1467,0.0000,0.9448,0.8571,2.2857,105.0000,0.0000
Agent,132,454879,1,goal,0.2636,3.6103,0.3959,0.1301,0.0000,1.6879,0.8902,2.0755,492.0000,0.0000
Agent,133,455249,1,goal,0.2702,2.7333,0.1744,0.0733,0.0000,1.8397,0.8432,2.2807,370.0000,0.0000
Agent,134,460249,0,timeout,-0.0739,0.8342,0.0976,0.0145,0.0000,1.9376,0.8434,2.5857,5000.0000,0.0000
Agent,135,460403,1,goal,-1.0414,7.4573,0.0481,0.0176,0.0000,1.6751,0.8377,3.5000,154.0000,0.0000
Agent,136,465403,0,timeout,-0.1720,3.4391,0.2657,0.0721,0.0000,1.5670,0.8764,2.0908,5000.0000,0.0000
Agent,137,465690,1,goal,1.2410,12.7570,0.7126,0.1204,0.0000,1.7735,0.8641,3.1579,287.0000,0.0000
Agent,138,466006,1,goal,1.1183,11.9934,0.6972,0.1690,0.0000,1.8955,0.8481,2.5532,316.0000,0.0000
Agent,139,466158,1,goal,0.1466,13.0194,0.3874,0.1998,0.0000,1.5730,0.8355,2.5000,152.0000,0.0000
Agent,140,467199,1,goal,-0.0868,5.7556,0.2585,0.1000,0.0000,1.8146,0.8521,2.6209,1041.0000,0.0000
Agent,141,467555,1,goal,0.3032,1.1681,0.1145,0.0514,0.0000,1.6869,0.8736,2.5682,356.0000,0.0000
Agent,142,472555,0,timeout,-0.0878,0.6333,0.0407,0.0129,0.0000,1.9320,0.8406,2.8681,5000.0000,0.0000
Agent,143,473550,1,goal,0.1096,0.8512,0.1197,0.0229,0.0000,1.9434,0.8352,2.6626,995.0000,0.0000
Agent,144,476451,1,goal,-0.0652,1.0119,0.1387,0.0334,0.0000,1.7278,0.8611,2.3582,2901.0000,0.0000
Agent,145,477141,1,goal,0.6363,3.6703,0.2643,0.1007,0.0000,1.8780,0.8464,2.6762,690.0000,0.0000
Agent,146,478683,1,goal,0.0363,0.5925,0.1175,0.0558,0.0000,1.7837,0.8580,2.4633,1542.0000,0.0000
Agent,147,483683,0,timeout,-0.0907,1.1558,0.1064,0.0195,0.0000,1.8941,0.8496,2.4394,5000.0000,0.0000
Agent,148,488683,0,timeout,-0.0767,0.3823,0.0107,0.0082,0.0000,1.9245,0.8370,2.6536,5000.0000,0.0000
Agent,149,493219,1,goal,-0.0549,1.1464,0.1175,0.0315,0.0000,1.8676,0.8545,2.4871,4536.0000,0.0000
Agent,150,493782,1,goal,0.7108,4.7773,0.3164,0.0913,0.0000,1.9119,0.8384,2.6111,563.0000,0.0000
Agent,151,498782,0,timeout,-0.0695,1.0446,0.0899,0.0112,0.0000,1.8419,0.8582,2.4449,5000.0000,0.0000
Agent,152,500620,1,goal,-0.0649,9.7543,0.5755,0.1355,0.0000,1.5316,0.8798,2.4500,1838.0000,0.0000
Agent,153,505620,0,timeout,-0.1749,1.6001,0.1164,0.0355,0.0000,1.8371,0.8558,2.3361,5000.0000,0.0000
Agent,154,506498,1,goal,0.5050,15.3223,0.7801,0.1843,0.0000,1.6188,0.8747,2.3670,878.0000,0.0000
Agent,155,506587,1,goal,5.5485,67.8131,1.9415,0.2950,0.0000,1.5882,0.8539,1.9167,89.0000,0.0000
Agent,156,506700,1,goal,2.0276,18.3652,0.3132,0.0902,0.0000,1.4130,0.8496,2.5000,113.0000,0.0000
Agent,157,511700,0,timeout,-0.1010,1.0701,0.1024,0.0267,0.0000,1.8046,0.8508,2.4685,5000.0000,0.0000
Agent,158,511966,1,goal,0.6882,6.1207,0.1566,0.0560,0.0000,1.8256,0.8609,2.5833,266.0000,0.0000
Agent,159,512997,1,goal,-0.0195,0.7219,0.0959,0.0388,0.0000,1.8979,0.8458,2.7848,1031.0000,0.0000
Agent,160,513111,1,goal,-0.2049,7.9632,0.4819,0.1334,0.0000,1.5694,0.8509,2.1250,114.0000,0.0000
Agent,161,513250,1,goal,3.3702,11.1058,1.1468,0.3836,0.0000,1.0980,0.8849,1.4000,139.0000,0.0000
Agent,162,515422,1,goal,-0.0209,2.6481,0.2047,0.0322,0.0000,1.8494,0.8517,2.5888,2172.0000,0.0000
Agent,163,516370,1,goal,0.1125,3.6530,0.3052,0.0634,0.0000,1.8114,0.8660,2.5079,948.0000,0.0000
Agent,164,517189,1,goal,0.0762,0.2177,0.0543,0.0251,0.0000,1.8982,0.8400,2.4846,819.0000,0.0000
Agent,165,518180,1,goal,-0.0771,2.4921,0.0848,0.0362,0.0000,1.9265,0.8416,2.7372,991.0000,0.0000
Agent,166,523180,0,timeout,-0.1321,1.2939,0.1523,0.0286,0.0000,1.6938,0.8640,2.3608,5000.0000,0.0000
Agent,167,528180,0,timeout,-0.0903,1.1423,0.1031,0.0336,0.0000,1.7697,0.8606,2.2399,5000.0000,0.0000
Agent,168,533180,0,timeout,-0.0514,0.7202,0.0692,0.0179,0.0000,1.9026,0.8434,2.5396,5000.0000,0.0000
Agent,169,538180,0,timeout,-0.0945,0.6553,0.0790,0.0279,0.0000,1.5285,0.8672,2.2247,5000.0000,0.0000
Agent,170,538451,1,goal,1.1430,19.6781,1.7631,0.1649,0.0000,1.7082,0.8450,2.8537,271.0000,0.0000
Agent,171,538521,1,goal,0.3230,0.6954,0.2894,0.1488,0.0000,1.3899,0.8429,2.5000,70.0000,0.0000
Agent,172,539266,1,goal,-0.3365,3.9303,0.2243,0.0557,0.0000,1.2423,0.8953,2.2857,745.0000,0.0000
Agent,173,540220,1,goal,0.1316,6.0952,0.4039,0.0667,0.0000,1.8982,0.8333,2.6329,954.0000,0.0000
